,都道府県,種類,面積,知識,年代,人口
683,秋田県,人口,,1985年の秋田県の人口は125万人です。,1985.0,125.0
684,山形県,人口,,1985年の山形県の人口は126万人です。,1985.0,126.0
685,福島県,人口,,1985年の福島県の人口は208万人です。,1985.0,208.0
686,茨城県,人口,,1985年の茨城県の人口は272万人です。,1985.0,272.0
687,栃木県,人口,,1985年の栃木県の人口は186万人です。,1985.0,186.0
688,群馬県,人口,,1985年の群馬県の人口は192万人です。,1985.0,192.0
689,埼玉県,人口,,1985年の埼玉県の人口は586万人です。,1985.0,586.0
690,千葉県,人口,,1985年の千葉県の人口は514万人です。,1985.0,514.0
691,東京都,人口,,1985年の東京都の人口は1182万人です。,1985.0,1182.0
692,神奈川県,人口,,1985年の神奈川県の人口は743万人です。,1985.0,743.0
693,新潟県,人口,,1985年の新潟県の人口は247万人です。,1985.0,247.0
694,富山県,人口,,1985年の富山県の人口は111万人です。,1985.0,111.0
695,石川県,人口,,1985年の石川県の人口は115万人です。,1985.0,115.0
696,福井県,人口,,1985年の福井県の人口は81万人です。,1985.0,81.0
697,山梨県,人口,,1985年の山梨県の人口は83万人です。,1985.0,83.0
698,長野県,人口,,1985年の長野県の人口は213万人です。,1985.0,213.0
699,岐阜県,人口,,1985年の岐阜県の人口は202万人です。,1985.0,202.0
700,静岡県,人口,,1985年の静岡県の人口は357万人です。,1985.0,357.0
701,愛知県,人口,,1985年の愛知県の人口は645万人です。,1985.0,645.0
702,三重県,人口,,1985年の三重県の人口は174万人です。,1985.0,174.0
703,滋賀県,人口,,1985年の滋賀県の人口は115万人です。,1985.0,115.0
704,京都府,人口,,1985年の京都府の人口は258万人です。,1985.0,258.0
705,大阪府,人口,,1985年の大阪府の人口は866万人です。,1985.0,866.0
706,兵庫県,人口,,1985年の兵庫県の人口は527万人です。,1985.0,527.0
707,奈良県,人口,,1985年の奈良県の人口は130万人です。,1985.0,130.0
708,和歌山県,人口,,1985年の和歌山県の人口は108万人です。,1985.0,108.0
709,鳥取県,人口,,1985年の鳥取県の人口は61万人です。,1985.0,61.0
710,島根県,人口,,1985年の島根県の人口は79万人です。,1985.0,79.0
711,岡山県,人口,,1985年の岡山県の人口は191万人です。,1985.0,191.0
712,広島県,人口,,1985年の広島県の人口は281万人です。,1985.0,281.0
713,山口県,人口,,1985年の山口県の人口は160万人です。,1985.0,160.0
714,徳島県,人口,,1985年の徳島県の人口は83万人です。,1985.0,83.0
715,香川県,人口,,1985年の香川県の人口は102万人です。,1985.0,102.0
716,愛媛県,人口,,1985年の愛媛県の人口は152万人です。,1985.0,152.0
717,高知県,人口,,1985年の高知県の人口は83万人です。,1985.0,83.0
718,福岡県,人口,,1985年の福岡県の人口は471万人です。,1985.0,471.0
719,佐賀県,人口,,1985年の佐賀県の人口は88万人です。,1985.0,88.0
720,長崎県,人口,,1985年の長崎県の人口は159万人です。,1985.0,159.0
721,熊本県,人口,,1985年の熊本県の人口は183万人です。,1985.0,183.0
722,大分県,人口,,1985年の大分県の人口は125万人です。,1985.0,125.0
723,宮崎県,人口,,1985年の宮崎県の人口は117万人です。,1985.0,117.0
724,鹿児島県,人口,,1985年の鹿児島県の人口は181万人です。,1985.0,181.0
725,沖縄県,人口,,1985年の沖縄県の人口は117万人です。,1985.0,117.0
729,北海道,人口,,1990年の北海道の人口は564万人です。,1990.0,564.0
730,青森県,人口,,1990年の青森県の人口は148万人です。,1990.0,148.0
731,岩手県,人口,,1990年の岩手県の人口は141万人です。,1990.0,141.0
732,宮城県,人口,,1990年の宮城県の人口は224万人です。,1990.0,224.0
733,秋田県,人口,,1990年の秋田県の人口は122万人です。,1990.0,122.0
734,山形県,人口,,1990年の山形県の人口は125万人です。,1990.0,125.0
735,福島県,人口,,1990年の福島県の人口は210万人です。,1990.0,210.0
736,茨城県,人口,,1990年の茨城県の人口は284万人です。,1990.0,284.0
737,栃木県,人口,,1990年の栃木県の人口は193万人です。,1990.0,193.0
738,群馬県,人口,,1990年の群馬県の人口は196万人です。,1990.0,196.0
739,埼玉県,人口,,1990年の埼玉県の人口は640万人です。,1990.0,640.0
740,千葉県,人口,,1990年の千葉県の人口は555万人です。,1990.0,555.0
741,東京都,人口,,1990年の東京都の人口は1185万人です。,1990.0,1185.0
742,神奈川県,人口,,1990年の神奈川県の人口は798万人です。,1990.0,798.0
743,新潟県,人口,,1990年の新潟県の人口は247万人です。,1990.0,247.0
744,富山県,人口,,1990年の富山県の人口は112万人です。,1990.0,112.0
745,石川県,人口,,1990年の石川県の人口は116万人です。,1990.0,116.0
746,福井県,人口,,1990年の福井県の人口は82万人です。,1990.0,82.0
747,山梨県,人口,,1990年の山梨県の人口は85万人です。,1990.0,85.0
748,長野県,人口,,1990年の長野県の人口は215万人です。,1990.0,215.0
749,岐阜県,人口,,1990年の岐阜県の人口は206万人です。,1990.0,206.0
750,静岡県,人口,,1990年の静岡県の人口は367万人です。,1990.0,367.0
751,愛知県,人口,,1990年の愛知県の人口は669万人です。,1990.0,669.0
752,三重県,人口,,1990年の三重県の人口は179万人です。,1990.0,179.0
753,滋賀県,人口,,1990年の滋賀県の人口は122万人です。,1990.0,122.0
754,京都府,人口,,1990年の京都府の人口は260万人です。,1990.0,260.0
755,大阪府,人口,,1990年の大阪府の人口は873万人です。,1990.0,873.0
756,兵庫県,人口,,1990年の兵庫県の人口は540万人です。,1990.0,540.0
757,奈良県,人口,,1990年の奈良県の人口は137万人です。,1990.0,137.0
758,和歌山県,人口,,1990年の和歌山県の人口は107万人です。,1990.0,107.0
759,鳥取県,人口,,1990年の鳥取県の人口は61万人です。,1990.0,61.0
760,島根県,人口,,1990年の島根県の人口は78万人です。,1990.0,78.0
761,岡山県,人口,,1990年の岡山県の人口は192万人です。,1990.0,192.0
762,広島県,人口,,1990年の広島県の人口は284万人です。,1990.0,284.0
763,山口県,人口,,1990年の山口県の人口は157万人です。,1990.0,157.0
764,徳島県,人口,,1990年の徳島県の人口は83万人です。,1990.0,83.0
765,香川県,人口,,1990年の香川県の人口は102万人です。,1990.0,102.0
766,愛媛県,人口,,1990年の愛媛県の人口は151万人です。,1990.0,151.0
767,高知県,人口,,1990年の高知県の人口は82万人です。,1990.0,82.0
768,福岡県,人口,,1990年の福岡県の人口は481万人です。,1990.0,481.0
769,佐賀県,人口,,1990年の佐賀県の人口は87万人です。,1990.0,87.0
770,長崎県,人口,,1990年の長崎県の人口は156万人です。,1990.0,156.0
771,熊本県,人口,,1990年の熊本県の人口は184万人です。,1990.0,184.0
772,大分県,人口,,1990年の大分県の人口は123万人です。,1990.0,123.0
773,宮崎県,人口,,1990年の宮崎県の人口は116万人です。,1990.0,116.0
774,鹿児島県,人口,,1990年の鹿児島県の人口は179万人です。,1990.0,179.0
775,沖縄県,人口,,1990年の沖縄県の人口は122万人です。,1990.0,122.0
779,北海道,人口,,1995年の北海道の人口は569万人です。,1995.0,569.0
780,青森県,人口,,1995年の青森県の人口は148万人です。,1995.0,148.0
781,岩手県,人口,,1995年の岩手県の人口は141万人です。,1995.0,141.0
782,宮城県,人口,,1995年の宮城県の人口は232万人です。,1995.0,232.0
783,秋田県,人口,,1995年の秋田県の人口は121万人です。,1995.0,121.0
784,山形県,人口,,1995年の山形県の人口は125万人です。,1995.0,125.0
785,福島県,人口,,1995年の福島県の人口は213万人です。,1995.0,213.0
786,茨城県,人口,,1995年の茨城県の人口は295万人です。,1995.0,295.0
787,栃木県,人口,,1995年の栃木県の人口は198万人です。,1995.0,198.0
788,群馬県,人口,,1995年の群馬県の人口は200万人です。,1995.0,200.0
789,埼玉県,人口,,1995年の埼玉県の人口は675万人です。,1995.0,675.0
790,千葉県,人口,,1995年の千葉県の人口は579万人です。,1995.0,579.0
791,東京都,人口,,1995年の東京都の人口は1177万人です。,1995.0,1177.0
792,神奈川県,人口,,1995年の神奈川県の人口は824万人です。,1995.0,824.0
793,新潟県,人口,,1995年の新潟県の人口は248万人です。,1995.0,248.0
794,富山県,人口,,1995年の富山県の人口は112万人です。,1995.0,112.0
795,石川県,人口,,1995年の石川県の人口は118万人です。,1995.0,118.0
796,福井県,人口,,1995年の福井県の人口は82万人です。,1995.0,82.0
797,山梨県,人口,,1995年の山梨県の人口は88万人です。,1995.0,88.0
798,長野県,人口,,1995年の長野県の人口は219万人です。,1995.0,219.0
799,岐阜県,人口,,1995年の岐阜県の人口は210万人です。,1995.0,210.0
800,静岡県,人口,,1995年の静岡県の人口は373万人です。,1995.0,373.0
801,愛知県,人口,,1995年の愛知県の人口は686万人です。,1995.0,686.0
802,三重県,人口,,1995年の三重県の人口は184万人です。,1995.0,184.0
803,滋賀県,人口,,1995年の滋賀県の人口は128万人です。,1995.0,128.0
804,京都府,人口,,1995年の京都府の人口は262万人です。,1995.0,262.0
805,大阪府,人口,,1995年の大阪府の人口は879万人です。,1995.0,879.0
806,兵庫県,人口,,1995年の兵庫県の人口は540万人です。,1995.0,540.0
807,奈良県,人口,,1995年の奈良県の人口は143万人です。,1995.0,143.0
808,和歌山県,人口,,1995年の和歌山県の人口は108万人です。,1995.0,108.0
809,鳥取県,人口,,1995年の鳥取県の人口は61万人です。,1995.0,61.0
810,島根県,人口,,1995年の島根県の人口は77万人です。,1995.0,77.0
811,岡山県,人口,,1995年の岡山県の人口は195万人です。,1995.0,195.0
812,広島県,人口,,1995年の広島県の人口は288万人です。,1995.0,288.0
813,山口県,人口,,1995年の山口県の人口は155万人です。,1995.0,155.0
814,徳島県,人口,,1995年の徳島県の人口は83万人です。,1995.0,83.0
815,香川県,人口,,1995年の香川県の人口は102万人です。,1995.0,102.0
816,愛媛県,人口,,1995年の愛媛県の人口は150万人です。,1995.0,150.0
817,高知県,人口,,1995年の高知県の人口は81万人です。,1995.0,81.0
818,福岡県,人口,,1995年の福岡県の人口は493万人です。,1995.0,493.0
819,佐賀県,人口,,1995年の佐賀県の人口は88万人です。,1995.0,88.0
820,長崎県,人口,,1995年の長崎県の人口は154万人です。,1995.0,154.0
821,熊本県,人口,,1995年の熊本県の人口は185万人です。,1995.0,185.0
822,大分県,人口,,1995年の大分県の人口は123万人です。,1995.0,123.0
823,宮崎県,人口,,1995年の宮崎県の人口は117万人です。,1995.0,117.0
824,鹿児島県,人口,,1995年の鹿児島県の人口は179万人です。,1995.0,179.0
825,沖縄県,人口,,1995年の沖縄県の人口は127万人です。,1995.0,127.0
829,北海道,人口,,2000年の北海道の人口は568万人です。,2000.0,568.0
830,青森県,人口,,2000年の青森県の人口は147万人です。,2000.0,147.0
831,岩手県,人口,,2000年の岩手県の人口は141万人です。,2000.0,141.0
832,宮城県,人口,,2000年の宮城県の人口は236万人です。,2000.0,236.0
833,秋田県,人口,,2000年の秋田県の人口は118万人です。,2000.0,118.0
834,山形県,人口,,2000年の山形県の人口は124万人です。,2000.0,124.0
835,福島県,人口,,2000年の福島県の人口は212万人です。,2000.0,212.0
836,茨城県,人口,,2000年の茨城県の人口は298万人です。,2000.0,298.0
837,栃木県,人口,,2000年の栃木県の人口は200万人です。,2000.0,200.0
838,群馬県,人口,,2000年の群馬県の人口は202万人です。,2000.0,202.0
839,埼玉県,人口,,2000年の埼玉県の人口は693万人です。,2000.0,693.0
840,千葉県,人口,,2000年の千葉県の人口は592万人です。,2000.0,592.0
841,東京都,人口,,2000年の東京都の人口は1206万人です。,2000.0,1206.0
842,神奈川県,人口,,2000年の神奈川県の人口は848万人です。,2000.0,848.0
843,新潟県,人口,,2000年の新潟県の人口は247万人です。,2000.0,247.0
844,富山県,人口,,2000年の富山県の人口は112万人です。,2000.0,112.0
845,石川県,人口,,2000年の石川県の人口は118万人です。,2000.0,118.0
846,福井県,人口,,2000年の福井県の人口は82万人です。,2000.0,82.0
847,山梨県,人口,,2000年の山梨県の人口は88万人です。,2000.0,88.0
848,長野県,人口,,2000年の長野県の人口は221万人です。,2000.0,221.0
849,岐阜県,人口,,2000年の岐阜県の人口は210万人です。,2000.0,210.0
850,静岡県,人口,,2000年の静岡県の人口は376万人です。,2000.0,376.0
851,愛知県,人口,,2000年の愛知県の人口は704万人です。,2000.0,704.0
852,三重県,人口,,2000年の三重県の人口は185万人です。,2000.0,185.0
853,滋賀県,人口,,2000年の滋賀県の人口は134万人です。,2000.0,134.0
854,京都府,人口,,2000年の京都府の人口は264万人です。,2000.0,264.0
855,大阪府,人口,,2000年の大阪府の人口は880万人です。,2000.0,880.0
856,兵庫県,人口,,2000年の兵庫県の人口は555万人です。,2000.0,555.0
857,奈良県,人口,,2000年の奈良県の人口は144万人です。,2000.0,144.0
858,和歌山県,人口,,2000年の和歌山県の人口は106万人です。,2000.0,106.0
859,鳥取県,人口,,2000年の鳥取県の人口は61万人です。,2000.0,61.0
860,島根県,人口,,2000年の島根県の人口は76万人です。,2000.0,76.0
861,岡山県,人口,,2000年の岡山県の人口は195万人です。,2000.0,195.0
862,広島県,人口,,2000年の広島県の人口は287万人です。,2000.0,287.0
863,山口県,人口,,2000年の山口県の人口は152万人です。,2000.0,152.0
864,徳島県,人口,,2000年の徳島県の人口は82万人です。,2000.0,82.0
865,香川県,人口,,2000年の香川県の人口は102万人です。,2000.0,102.0
866,愛媛県,人口,,2000年の愛媛県の人口は149万人です。,2000.0,149.0
867,高知県,人口,,2000年の高知県の人口は81万人です。,2000.0,81.0
868,福岡県,人口,,2000年の福岡県の人口は501万人です。,2000.0,501.0
869,佐賀県,人口,,2000年の佐賀県の人口は87万人です。,2000.0,87.0
870,長崎県,人口,,2000年の長崎県の人口は151万人です。,2000.0,151.0
871,熊本県,人口,,2000年の熊本県の人口は185万人です。,2000.0,185.0
872,大分県,人口,,2000年の大分県の人口は122万人です。,2000.0,122.0
873,宮崎県,人口,,2000年の宮崎県の人口は117万人です。,2000.0,117.0
874,鹿児島県,人口,,2000年の鹿児島県の人口は178万人です。,2000.0,178.0
875,沖縄県,人口,,2000年の沖縄県の人口は131万人です。,2000.0,131.0
879,北海道,人口,,2005年の北海道の人口は562万人です。,2005.0,562.0
880,青森県,人口,,2005年の青森県の人口は143万人です。,2005.0,143.0
881,岩手県,人口,,2005年の岩手県の人口は138万人です。,2005.0,138.0
882,宮城県,人口,,2005年の宮城県の人口は236万人です。,2005.0,236.0
883,秋田県,人口,,2005年の秋田県の人口は114万人です。,2005.0,114.0
884,山形県,人口,,2005年の山形県の人口は121万人です。,2005.0,121.0
885,福島県,人口,,2005年の福島県の人口は209万人です。,2005.0,209.0
886,茨城県,人口,,2005年の茨城県の人口は297万人です。,2005.0,297.0
887,栃木県,人口,,2005年の栃木県の人口は201万人です。,2005.0,201.0
888,群馬県,人口,,2005年の群馬県の人口は202万人です。,2005.0,202.0
889,埼玉県,人口,,2005年の埼玉県の人口は705万人です。,2005.0,705.0
890,千葉県,人口,,2005年の千葉県の人口は605万人です。,2005.0,605.0
891,東京都,人口,,2005年の東京都の人口は1257万人です。,2005.0,1257.0
892,神奈川県,人口,,2005年の神奈川県の人口は879万人です。,2005.0,879.0
893,新潟県,人口,,2005年の新潟県の人口は243万人です。,2005.0,243.0
894,富山県,人口,,2005年の富山県の人口は111万人です。,2005.0,111.0
895,石川県,人口,,2005年の石川県の人口は117万人です。,2005.0,117.0
896,福井県,人口,,2005年の福井県の人口は82万人です。,2005.0,82.0
897,山梨県,人口,,2005年の山梨県の人口は88万人です。,2005.0,88.0
898,長野県,人口,,2005年の長野県の人口は219万人です。,2005.0,219.0
899,岐阜県,人口,,2005年の岐阜県の人口は210万人です。,2005.0,210.0
900,静岡県,人口,,2005年の静岡県の人口は379万人です。,2005.0,379.0
901,愛知県,人口,,2005年の愛知県の人口は725万人です。,2005.0,725.0
902,三重県,人口,,2005年の三重県の人口は186万人です。,2005.0,186.0
903,滋賀県,人口,,2005年の滋賀県の人口は138万人です。,2005.0,138.0
904,京都府,人口,,2005年の京都府の人口は264万人です。,2005.0,264.0
905,大阪府,人口,,2005年の大阪府の人口は881万人です。,2005.0,881.0
906,兵庫県,人口,,2005年の兵庫県の人口は559万人です。,2005.0,559.0
907,奈良県,人口,,2005年の奈良県の人口は142万人です。,2005.0,142.0
908,和歌山県,人口,,2005年の和歌山県の人口は103万人です。,2005.0,103.0
909,鳥取県,人口,,2005年の鳥取県の人口は60万人です。,2005.0,60.0
910,島根県,人口,,2005年の島根県の人口は74万人です。,2005.0,74.0
911,岡山県,人口,,2005年の岡山県の人口は195万人です。,2005.0,195.0
912,広島県,人口,,2005年の広島県の人口は287万人です。,2005.0,287.0
913,山口県,人口,,2005年の山口県の人口は149万人です。,2005.0,149.0
914,徳島県,人口,,2005年の徳島県の人口は80万人です。,2005.0,80.0
915,香川県,人口,,2005年の香川県の人口は101万人です。,2005.0,101.0
916,愛媛県,人口,,2005年の愛媛県の人口は146万人です。,2005.0,146.0
917,高知県,人口,,2005年の高知県の人口は79万人です。,2005.0,79.0
918,福岡県,人口,,2005年の福岡県の人口は504万人です。,2005.0,504.0
919,佐賀県,人口,,2005年の佐賀県の人口は86万人です。,2005.0,86.0
920,長崎県,人口,,2005年の長崎県の人口は147万人です。,2005.0,147.0
921,熊本県,人口,,2005年の熊本県の人口は184万人です。,2005.0,184.0
922,大分県,人口,,2005年の大分県の人口は120万人です。,2005.0,120.0
923,宮崎県,人口,,2005年の宮崎県の人口は115万人です。,2005.0,115.0
924,鹿児島県,人口,,2005年の鹿児島県の人口は175万人です。,2005.0,175.0
925,沖縄県,人口,,2005年の沖縄県の人口は136万人です。,2005.0,136.0
929,北海道,人口,,2010年の北海道の人口は550万人です。,2010.0,550.0
930,青森県,人口,,2010年の青森県の人口は137万人です。,2010.0,137.0
931,岩手県,人口,,2010年の岩手県の人口は133万人です。,2010.0,133.0
932,宮城県,人口,,2010年の宮城県の人口は234万人です。,2010.0,234.0
933,秋田県,人口,,2010年の秋田県の人口は108万人です。,2010.0,108.0
934,山形県,人口,,2010年の山形県の人口は116万人です。,2010.0,116.0
935,福島県,人口,,2010年の福島県の人口は202万人です。,2010.0,202.0
936,茨城県,人口,,2010年の茨城県の人口は296万人です。,2010.0,296.0
937,栃木県,人口,,2010年の栃木県の人口は200万人です。,2010.0,200.0
938,群馬県,人口,,2010年の群馬県の人口は200万人です。,2010.0,200.0
939,埼玉県,人口,,2010年の埼玉県の人口は719万人です。,2010.0,719.0
940,千葉県,人口,,2010年の千葉県の人口は621万人です。,2010.0,621.0
941,東京都,人口,,2010年の東京都の人口は1315万人です。,2010.0,1315.0
942,神奈川県,人口,,2010年の神奈川県の人口は904万人です。,2010.0,904.0
943,新潟県,人口,,2010年の新潟県の人口は237万人です。,2010.0,237.0
944,富山県,人口,,2010年の富山県の人口は109万人です。,2010.0,109.0
945,石川県,人口,,2010年の石川県の人口は116万人です。,2010.0,116.0
946,福井県,人口,,2010年の福井県の人口は80万人です。,2010.0,80.0
947,山梨県,人口,,2010年の山梨県の人口は86万人です。,2010.0,86.0
948,長野県,人口,,2010年の長野県の人口は215万人です。,2010.0,215.0
949,岐阜県,人口,,2010年の岐阜県の人口は208万人です。,2010.0,208.0
950,静岡県,人口,,2010年の静岡県の人口は376万人です。,2010.0,376.0
951,愛知県,人口,,2010年の愛知県の人口は741万人です。,2010.0,741.0
952,三重県,人口,,2010年の三重県の人口は185万人です。,2010.0,185.0
953,滋賀県,人口,,2010年の滋賀県の人口は141万人です。,2010.0,141.0
954,京都府,人口,,2010年の京都府の人口は263万人です。,2010.0,263.0
955,大阪府,人口,,2010年の大阪府の人口は886万人です。,2010.0,886.0
956,兵庫県,人口,,2010年の兵庫県の人口は558万人です。,2010.0,558.0
957,奈良県,人口,,2010年の奈良県の人口は140万人です。,2010.0,140.0
958,和歌山県,人口,,2010年の和歌山県の人口は100万人です。,2010.0,100.0
959,鳥取県,人口,,2010年の鳥取県の人口は58万人です。,2010.0,58.0
960,島根県,人口,,2010年の島根県の人口は71万人です。,2010.0,71.0
961,岡山県,人口,,2010年の岡山県の人口は194万人です。,2010.0,194.0
962,広島県,人口,,2010年の広島県の人口は286万人です。,2010.0,286.0
963,山口県,人口,,2010年の山口県の人口は145万人です。,2010.0,145.0
964,徳島県,人口,,2010年の徳島県の人口は78万人です。,2010.0,78.0
965,香川県,人口,,2010年の香川県の人口は99万人です。,2010.0,99.0
966,愛媛県,人口,,2010年の愛媛県の人口は143万人です。,2010.0,143.0
967,高知県,人口,,2010年の高知県の人口は76万人です。,2010.0,76.0
968,福岡県,人口,,2010年の福岡県の人口は507万人です。,2010.0,507.0
969,佐賀県,人口,,2010年の佐賀県の人口は84万人です。,2010.0,84.0
970,長崎県,人口,,2010年の長崎県の人口は142万人です。,2010.0,142.0
971,熊本県,人口,,2010年の熊本県の人口は181万人です。,2010.0,181.0
972,大分県,人口,,2010年の大分県の人口は119万人です。,2010.0,119.0
973,宮崎県,人口,,2010年の宮崎県の人口は113万人です。,2010.0,113.0
974,鹿児島県,人口,,2010年の鹿児島県の人口は170万人です。,2010.0,170.0
975,沖縄県,人口,,2010年の沖縄県の人口は139万人です。,2010.0,139.0
979,北海道,人口,,2015年の北海道の人口は538万人です。,2015.0,538.0
980,青森県,人口,,2015年の青森県の人口は130万人です。,2015.0,130.0
981,岩手県,人口,,2015年の岩手県の人口は127万人です。,2015.0,127.0
982,宮城県,人口,,2015年の宮城県の人口は233万人です。,2015.0,233.0
983,秋田県,人口,,2015年の秋田県の人口は102万人です。,2015.0,102.0
984,山形県,人口,,2015年の山形県の人口は112万人です。,2015.0,112.0
985,福島県,人口,,2015年の福島県の人口は191万人です。,2015.0,191.0
986,茨城県,人口,,2015年の茨城県の人口は291万人です。,2015.0,291.0
987,栃木県,人口,,2015年の栃木県の人口は197万人です。,2015.0,197.0
988,群馬県,人口,,2015年の群馬県の人口は197万人です。,2015.0,197.0
989,埼玉県,人口,,2015年の埼玉県の人口は726万人です。,2015.0,726.0
990,千葉県,人口,,2015年の千葉県の人口は622万人です。,2015.0,622.0
991,東京都,人口,,2015年の東京都の人口は1351万人です。,2015.0,1351.0
992,神奈川県,人口,,2015年の神奈川県の人口は912万人です。,2015.0,912.0
993,新潟県,人口,,2015年の新潟県の人口は230万人です。,2015.0,230.0
994,富山県,人口,,2015年の富山県の人口は106万人です。,2015.0,106.0
995,石川県,人口,,2015年の石川県の人口は115万人です。,2015.0,115.0
996,福井県,人口,,2015年の福井県の人口は78万人です。,2015.0,78.0
997,山梨県,人口,,2015年の山梨県の人口は83万人です。,2015.0,83.0
998,長野県,人口,,2015年の長野県の人口は209万人です。,2015.0,209.0
999,岐阜県,人口,,2015年の岐阜県の人口は203万人です。,2015.0,203.0
1000,静岡県,人口,,2015年の静岡県の人口は370万人です。,2015.0,370.0
1001,愛知県,人口,,2015年の愛知県の人口は748万人です。,2015.0,748.0
1002,三重県,人口,,2015年の三重県の人口は181万人です。,2015.0,181.0
1003,滋賀県,人口,,2015年の滋賀県の人口は141万人です。,2015.0,141.0
1004,京都府,人口,,2015年の京都府の人口は261万人です。,2015.0,261.0
1005,大阪府,人口,,2015年の大阪府の人口は883万人です。,2015.0,883.0
1006,兵庫県,人口,,2015年の兵庫県の人口は553万人です。,2015.0,553.0
1007,奈良県,人口,,2015年の奈良県の人口は136万人です。,2015.0,136.0
1008,和歌山県,人口,,2015年の和歌山県の人口は96万人です。,2015.0,96.0
1009,鳥取県,人口,,2015年の鳥取県の人口は57万人です。,2015.0,57.0
1010,島根県,人口,,2015年の島根県の人口は69万人です。,2015.0,69.0
1011,岡山県,人口,,2015年の岡山県の人口は192万人です。,2015.0,192.0
1012,広島県,人口,,2015年の広島県の人口は284万人です。,2015.0,284.0
1013,山口県,人口,,2015年の山口県の人口は140万人です。,2015.0,140.0
1014,徳島県,人口,,2015年の徳島県の人口は75万人です。,2015.0,75.0
1015,香川県,人口,,2015年の香川県の人口は97万人です。,2015.0,97.0
1016,愛媛県,人口,,2015年の愛媛県の人口は138万人です。,2015.0,138.0
1017,高知県,人口,,2015年の高知県の人口は72万人です。,2015.0,72.0
1018,福岡県,人口,,2015年の福岡県の人口は510万人です。,2015.0,510.0
1019,佐賀県,人口,,2015年の佐賀県の人口は83万人です。,2015.0,83.0
1020,長崎県,人口,,2015年の長崎県の人口は137万人です。,2015.0,137.0
1021,熊本県,人口,,2015年の熊本県の人口は178万人です。,2015.0,178.0
1022,大分県,人口,,2015年の大分県の人口は116万人です。,2015.0,116.0
1023,宮崎県,人口,,2015年の宮崎県の人口は110万人です。,2015.0,110.0
1024,鹿児島県,人口,,2015年の鹿児島県の人口は164万人です。,2015.0,164.0
1025,沖縄県,人口,,2015年の沖縄県の人口は143万人です。,2015.0,143.0
